4.296	11.659
5.071	11.737
10.039	17.583
19.680	30.185
29.957	36.134
34.367	39.153
31.684	42.304
41.567	44.120
38.635	45.876
45.225	46.809
45.327	50.066
46.340	51.961
46.512	52.652
52.070	54.788
53.403	59.733
56.657	61.687
57.503	64.335
60.018	65.110
58.723	65.659
58.750	65.772
68.526	75.577
69.228	77.666
77.465	79.379
70.328	80.748
77.558	82.004
80.590	84.433
77.750	84.454
86.529	95.187
86.504	96.074
90.451	96.584
95.239	97.973
95.464	99.448
98.517	102.999
100.551	107.757
102.418	107.808
111.315	117.784
112.126	118.868
111.315	119.844
115.685	120.647
117.732	121.150
116.806	122.990
121.129	123.821
128.294	135.294
129.095	135.649
130.846	138.431
131.679	139.145
133.042	140.833
139.921	146.083
135.693	146.291
140.122	146.510
146.127	148.065
143.433	149.477
146.424	150.240
145.703	150.902
147.229	153.697
147.700	155.460
155.139	160.604
158.395	162.138
161.574	165.197
163.898	166.323
159.170	166.588
164.114	169.883
169.345	172.938
170.830	173.489
171.277	176.476
171.882	179.045
177.366	179.791
173.810	184.288
189.354	195.816
195.290	197.159
197.265	203.150
197.588	204.060
204.572	210.988
205.869	213.327
206.603	213.565
212.905	215.511
213.675	217.175
216.261	218.866
212.486	219.263
218.632	221.064
227.754	233.363
229.479	235.659
229.873	236.340
233.957	237.389
235.153	238.411
234.601	240.270
237.983	241.985
236.795	242.506
248.193	256.316
247.752	258.329
256.674	259.742
253.511	259.749
257.268	261.289
257.004	262.214
266.968	272.966
268.727	275.652
271.727	275.841
267.586	277.129
273.988	278.790
277.397	280.092
267.830	280.473
288.514	294.898
293.853	296.901
287.754	297.055
286.824	297.362
294.579	300.262
297.915	303.618
303.196	304.901
299.041	305.869
298.391	306.269
304.143	306.897
304.870	307.211
305.807	307.360
303.763	308.845
299.241	309.227
305.905	310.412
306.744	311.343
309.901	311.363
313.978	321.162
314.710	322.862
317.414	324.827
324.366	327.025
326.595	331.659
327.933	333.562
327.971	336.212
333.022	336.856
337.867	344.108
338.643	344.671
338.105	345.287
343.846	346.060
346.219	353.342
348.193	354.454
347.896	355.192
350.539	355.328
347.449	357.702
354.077	359.270
362.686	369.211
367.955	372.857
366.625	372.991
372.015	374.291
372.225	377.549
375.004	379.639
378.648	381.161
378.770	383.133
380.710	384.697
381.633	386.334
383.823	387.738
380.207	389.824
387.209	390.122
383.405	390.248
382.367	391.032
389.853	392.577
392.438	393.541
387.364	394.071
393.382	395.452
390.419	397.732
394.703	397.803
396.709	399.216
397.482	401.648
397.082	402.696
402.798	411.631
404.220	411.818
404.751	411.847
409.367	415.540
416.251	426.586
424.883	427.811
421.306	428.025
425.182	428.920
432.169	442.391
434.634	442.810
441.220	444.651
443.589	446.160
443.618	448.331
458.351	464.997
458.757	466.551
462.127	467.627
463.858	469.103
468.487	470.540
467.452	470.713
464.291	470.871
463.290	471.214
471.204	473.547
479.040	486.617
480.052	487.645
484.863	487.648
481.474	489.738
479.688	493.355
493.148	496.342
493.658	498.991
496.345	500.555
495.411	501.391
496.999	504.921
502.589	508.263
498.053	508.490
502.867	508.672
508.675	513.185
513.801	521.978
518.075	524.423
518.594	526.729
517.073	527.320
525.773	530.641
527.822	533.331
525.984	533.341
529.596	536.019
529.099	536.524
539.423	548.029
540.129	548.501
543.683	552.692
549.719	555.653
552.877	559.171
553.320	559.547
558.512	562.049
557.818	562.262
567.680	573.755
570.607	576.289
573.323	577.478
567.433	580.407
575.708	580.978
575.192	581.232
576.537	581.529
580.283	584.080
589.388	595.087
596.820	603.753
600.640	605.449
601.400	608.960
606.540	612.159
611.651	613.740
607.484	613.921
605.532	614.186
616.380	621.865
615.870	622.006
616.690	622.610
614.959	623.056
618.611	623.253
624.842	632.953
627.431	633.939
623.726	634.588
632.508	635.791
628.003	636.234
629.113	636.566
634.498	637.757
640.341	649.272
645.373	651.688
646.467	654.534
646.383	655.178
649.412	657.451
655.223	657.952
660.654	667.527
661.165	667.596
661.741	668.817
663.778	669.321
664.021	670.720
660.696	670.989
665.324	672.899
672.019	673.951
662.687	675.404
672.393	677.176
676.750	680.515
676.917	682.784
678.705	684.500
677.104	685.788
688.413	694.614
689.111	695.822
697.688	705.044
697.562	705.543
703.948	709.758
706.328	712.146
711.263	712.415
713.142	720.592
719.279	721.282
720.471	724.086
713.969	725.175
724.215	726.406
733.083	740.088
740.124	743.929
742.160	746.812
742.946	747.352
747.423	751.382
747.556	759.213
754.134	760.777
756.517	761.789
756.563	762.915
760.605	763.397
758.660	763.846
761.289	764.106
764.039	766.047
764.805	769.670
764.044	770.335
767.579	771.517
766.944	773.215
770.178	774.970
768.377	775.334
770.015	776.211
770.845	777.034
771.064	777.407
775.640	778.730
777.635	780.704
778.501	784.132
783.054	786.317
783.535	788.335
789.277	797.467
791.043	797.850
793.400	799.400
794.470	800.778
796.191	801.219
795.265	802.462
797.466	804.075
799.877	804.335
801.359	805.969
802.551	808.047
799.966	808.073
805.390	808.724
811.189	819.016
815.421	820.607
829.000	835.413
830.536	837.017
831.227	837.638
838.511	847.633
843.325	850.636
850.331	854.614
851.007	860.029
852.817	860.360
853.933	862.090
859.362	862.312
855.648	863.915
863.049	867.256
