0.384	5.706
1.078	6.552
3.062	7.224
6.161	7.451
1.105	7.699
1.673	8.073
2.503	8.165
8.017	10.285
9.597	11.434
9.691	12.344
14.215	16.448
16.046	17.159
17.686	19.085
17.526	19.354
19.026	19.451
19.096	21.672
19.197	24.014
20.136	24.032
21.415	24.787
24.386	26.683
25.265	27.658
26.600	28.527
27.412	31.014
26.348	31.237
26.574	34.151
30.655	35.945
34.049	36.001
31.117	38.979
34.949	39.098
36.187	40.239
39.103	41.414
38.586	41.524
37.669	41.861
41.905	42.929
31.172	43.997
40.706	44.648
39.726	44.790
48.124	48.992
47.511	49.148
48.377	51.019
47.901	51.578
48.336	52.133
51.057	54.552
