0.030	6.259
2.021	7.253
4.388	8.636
3.977	9.554
4.826	9.727
5.530	11.725
7.079	14.005
7.894	14.132
9.877	14.152
9.356	14.847
8.145	15.850
15.901	16.354
24.516	29.863
28.060	32.125
30.490	33.417
24.629	35.607
37.013	43.349
40.153	45.326
42.421	52.236
45.884	53.645
47.280	54.254
50.668	54.691
55.645	63.185
57.436	71.584
65.499	74.094
70.152	76.839
81.854	89.874
82.385	89.933
84.489	91.241
92.803	98.496
95.799	100.137
101.433	107.520
112.120	118.182
112.916	120.403
111.534	121.079
118.821	121.357
125.585	133.445
129.642	136.547
132.638	138.634
130.859	138.767
135.333	139.367
139.149	140.865
137.292	141.223
140.783	141.566
147.214	154.838
150.539	156.517
154.013	157.936
146.621	161.965
161.421	164.570
161.536	169.394
164.512	170.168
167.416	172.300
169.453	172.887
169.185	173.229
169.341	173.710
169.984	175.200
174.506	176.421
175.013	180.631
176.683	182.030
181.995	183.212
175.440	183.259
178.576	187.633
186.610	192.686
187.496	193.276
194.426	201.315
194.360	201.441
197.605	201.914
196.405	202.618
201.252	205.194
195.769	205.309
199.282	206.275
204.167	207.245
203.470	208.049
202.781	208.467
204.923	210.094
208.654	212.754
212.696	217.416
214.644	220.358
216.250	220.784
210.190	220.976
220.042	222.192
222.363	230.401
223.393	231.820
233.489	239.371
237.370	242.963
234.643	243.608
234.216	243.958
240.213	245.693
242.429	245.905
239.883	246.538
243.716	246.683
239.305	247.111
243.405	247.519
245.643	247.778
248.611	255.352
250.592	256.415
248.500	256.677
250.841	257.091
255.318	261.573
259.372	262.378
260.545	267.526
260.241	270.221
267.663	276.592
270.154	277.036
270.495	279.081
275.761	279.463
278.017	279.895
278.882	281.312
269.745	281.508
281.332	282.592
282.408	284.987
286.889	295.205
288.831	297.390
298.422	306.803
300.521	309.282
307.187	309.520
308.008	314.950
312.128	315.696
310.114	317.509
316.919	320.339
317.136	324.253
322.305	325.315
326.965	335.189
328.561	335.367
332.726	336.820
328.455	337.627
335.972	340.745
343.150	351.243
345.497	353.352
355.307	361.304
356.360	361.720
361.293	363.201
357.542	364.893
364.746	368.649
368.438	370.005
374.849	382.723
378.452	386.161
381.727	386.928
387.019	389.213
389.979	396.590
391.009	397.408
396.051	399.050
396.853	400.744
400.329	403.399
402.522	404.624
403.892	407.159
404.454	408.776
410.893	417.856
410.654	418.413
415.543	419.095
418.830	423.758
423.718	426.979
420.601	427.494
424.667	430.982
430.317	432.791
430.879	436.831
433.355	438.028
435.135	438.741
438.331	441.582
440.178	447.053
448.884	456.006
454.367	457.901
460.904	467.239
463.315	468.293
460.978	469.035
467.106	470.671
468.365	471.869
470.740	471.871
470.873	472.465
461.464	472.535
473.795	479.479
477.062	485.131
480.459	485.631
478.920	485.693
484.291	486.892
478.500	489.943
486.799	493.489
492.940	495.681
495.410	497.715
495.970	501.069
498.688	504.284
498.530	504.430
502.575	506.444
503.216	506.872
509.931	515.527
511.765	517.423
513.848	519.286
513.430	519.724
518.558	521.014
529.059	536.616
532.206	538.161
525.670	538.671
535.709	538.989
539.611	546.615
543.194	548.812
546.771	550.680
543.635	551.400
553.662	558.961
553.756	560.077
558.568	560.242
558.446	561.265
554.340	562.487
559.503	563.546
565.079	573.493
572.945	574.350
573.919	576.888
566.394	578.522
575.618	579.525
575.287	583.708
580.433	586.211
588.177	593.760
589.820	595.954
588.755	596.570
593.029	597.037
594.489	597.925
593.264	598.144
593.359	601.010
598.160	602.189
600.460	603.137
595.885	603.568
601.605	603.624
603.189	607.815
604.018	608.752
604.665	611.271
608.959	613.742
609.389	615.762
611.103	617.019
611.477	617.603
616.318	618.562
621.965	629.768
621.617	632.223
625.612	633.372
632.950	636.049
634.343	637.449
638.632	647.037
645.991	648.432
647.020	652.239
646.005	653.774
647.655	654.115
647.687	654.704
647.831	655.218
646.914	656.109
651.798	658.121
650.825	658.697
657.114	660.728
658.272	664.115
665.536	675.450
669.210	675.757
668.213	675.890
665.938	676.289
675.443	679.143
675.075	679.969
673.897	680.647
678.002	683.885
681.909	685.259
677.180	685.513
685.713	692.425
685.742	693.804
685.751	694.114
694.011	694.948
695.015	696.089
695.918	697.373
692.897	699.418
696.724	701.218
700.990	704.445
701.863	708.985
705.490	710.770
708.686	713.227
710.971	716.899
714.251	719.265
716.582	722.116
718.528	722.123
714.798	722.181
719.311	723.538
718.608	725.231
727.052	734.740
730.123	739.920
741.115	747.812
742.432	750.643
746.538	750.994
749.154	754.159
751.787	756.402
752.130	757.986
756.283	760.193
753.062	760.541
758.250	760.675
755.073	760.725
752.848	761.670
760.385	763.279
756.909	763.407
763.930	770.105
766.478	772.801
